title,adult,genres,original_language,popularity,release_date,runtime,vote_count,actors,director,keywords,rounded_averages,num_genres,main_genre,num_actors,main_actor,release_year,log_vote_count,log_popularity,log_runtime
Let It Shine,False,"['Family', 'Music', 'TV Movie']",en,14.108,2012-06-15,101.0,291.0,"['Tyler James Williams', 'Coco Jones', 'Trevor Jackson', 'Brandon Mychal Smith']",Unknown,"['hip-hop', 'rapper', 'musical']",6.9,0.0,,0.0,,2012,5.676753802268282,2.7152244048502103,4.624972813284271
Death Sentence,False,"['Action', 'Crime', 'Drama', 'Thriller']",en,18.742,2007-08-31,105.0,1061.0,"['Kevin Bacon', 'Garrett Hedlund', 'Kelly Preston', 'Jordan Garrett']",Unknown,"['based on novel or book', 'loss of loved one', 'repayment', 'revenge', 'murder', 'gang', 'shootout', 'police officer killed', 'hospital', 'brutality', 'justice', 'hoodlum', 'semiautomatic pistol', 'neo-noir']",6.7,0.0,,0.0,,2007,6.967909201801884,2.9827483459956965,4.663439094112067
The Divide,False,"['Horror', 'Science Fiction', 'Thriller']",en,16.8,2012-01-13,112.0,599.0,"['Lauren German', 'Michael Biehn', 'Milo Ventimiglia', 'Courtney B. Vance']",Unknown,"['basement', 'septic tank', 'town in panic', 'welding', 'gunshot']",5.9,0.0,,0.0,,2012,6.396929655216146,2.8791984572980396,4.727387818712341
I'm Thinking of Ending Things,False,"['Drama', 'Fantasy', 'Mystery', 'Thriller']",en,16.652,2020-08-28,135.0,1798.0,"['Jesse Plemons', 'Jessie Buckley', 'Toni Collette', 'David Thewlis']",Unknown,"['farm', 'suicide', 'based on novel or book', 'winter', 'philosophy', 'poetry', 'dementia', 'surrealism', 'road trip', 'film in film', 'janitor', 'snow', 'school', 'psychological thriller', 'relationship', 'ice cream', 'blizzard', 'existentialism']",6.6,0.0,,0.0,,2020,7.4949862339505335,2.870849091407301,4.912654885736052
Arctic Blast,False,"['Science Fiction', 'Action']",en,30.433,2010-08-04,92.0,169.0,"['Michael Shanks', 'Alexandra Davies', 'Saskia Hampele', 'Bruce Davison']",Unknown,"['ice age', 'solar eclipse', 'divorce', 'freezing', 'disaster movie', 'tasmania', 'worldwide disaster', 'cry wolf']",5.7,0.0,,0.0,,2010,5.135798437050262,3.4478582964612037,4.532599493153256
Klute,False,"['Thriller', 'Mystery', 'Crime']",en,13.975,1971-06-23,114.0,393.0,"['Jane Fonda', 'Donald Sutherland', 'Charles Cioffi', 'Roy Scheider']",Unknown,"['new york city', 'prostitute', 'cat', 'obsession', 'audio tape', 'detective', 'junkie', 'pimp', 'perversity', 'conspiracy', 'psychologist', 'whodunit', 'missing person']",6.8,0.0,,0.0,,1971,5.976350909297934,2.706382144001513,4.74493212836325
The Bear,False,"['Adventure', 'Drama', 'Family']",fr,16.653,1988-10-21,94.0,442.0,"['Tchéky Karyo', 'Jack Wallace', 'André Lacombe', 'Bart the Bear']",Unknown,"['canada', 'based on novel or book', 'rocky mountains', 'wilderness', 'kodiak bear', 'brown bear', 'puma', 'fur trapping', 'spring', 'summer', 'dog', 'bear cub']",7.0,0.0,,0.0,,1988,6.093569770045136,2.870905740607146,4.553876891600541
The Fisher King,False,"['Comedy', 'Drama']",en,14.078,1991-09-20,138.0,1241.0,"['Robin Williams', 'Jeff Bridges', 'Amanda Plummer', 'Mercedes Ruehl']",Unknown,"['homeless person', 'unsociability', 'holy grail', 'sense of guilt', 'loss of loved one', 'cynic', 'gun rampage', 'talk show', 'suppressed past', 'yuppie', 'forgiveness', 'legend', 'self-discovery', 'housebreaking', 'mental illness']",7.3,0.0,,0.0,,1991,7.124478262493424,2.71323672778951,4.9344739331306915
Emanuelle and the Porno Nights of the World n. 2,False,"['Documentary', 'Drama', 'Fantasy']",it,30.826,1978-05-17,83.0,16.0,"['Laura Gemser', 'Ajita Wilson', 'Frank Nuyen', 'Anna Valentino']",Unknown,"['magic show', 'exploitation', 'lesbian sex', 'black mass', 'séance', 'mondo']",4.9,0.0,,0.0,,1978,2.833213344056216,3.460283565787992,4.430816798843313
300: Rise of an Empire,False,"['Action', 'Drama', 'War']",en,54.343,2014-03-05,102.0,6207.0,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey', 'Callan Mulvey']",Unknown,"['based on comic', 'sword fight', 'soldier', 'massacre', 'slow motion', 'based on graphic novel', 'ancient greece', 'duringcreditsstinger', 'sea battle', 'hand to hand combat', 'naval warfare', 'ancient warfare', 'sparta greece', 'warriors', '5th century bc', 'athenian', 'sword and sandal', 'god king', 'sword and shield']",6.1,0.0,,0.0,,2014,8.733594061863055,4.013550183225557,4.634728988229636
For Richer or Poorer,False,['Comedy'],en,13.072,1997-12-11,115.0,215.0,"['Tim Allen', 'Kirstie Alley', 'Wayne Knight', 'Larry Miller']",Unknown,"['new york city', 'cheating', 'pennsylvania, usa', 'tax consultant', 'parish hall', 'devoutness', 'amish']",6.0,0.0,,0.0,,1997,5.375278407684165,2.644187007435257,4.7535901911063645
Beautiful Teacher in Torture Hell,False,"['Drama', 'Thriller', 'Horror']",ja,24.57,1985-12-14,67.0,23.0,"['Ran Masaki', 'Izumi Shima', 'Saori Mizuno', 'Hiroshi Nawa']",Unknown,"['fencing', 'pink film']",5.7,0.0,,0.0,,1985,3.1780538303479458,3.2414197893030954,4.219507705176107
Annie Hall,False,"['Comedy', 'Drama', 'Romance']",en,18.962,1977-04-19,93.0,3658.0,"['Diane Keaton', 'Tony Roberts', 'Carol Kane', 'Paul Simon']",Unknown,"['new york city', 'sports', 'tennis', 'narration', 'job interview', 'cocaine', 'neurosis', 'comedian', 'romantic comedy', 'love', 'singer', 'breaking the fourth wall', 'volkswagen beetle', 'lobster']",7.8,0.0,,0.0,,1977,8.204945165019208,2.9938304662643946,4.543294782270004
Feast of Love,False,"['Romance', 'Drama']",en,13.147,2007-09-28,101.0,225.0,"['Morgan Freeman', 'Greg Kinnear', 'Radha Mitchell', 'Billy Burke']",Unknown,"['adultery', 'dancing', 'friendship', 'marriage proposal', 'fortune teller', 'based on novel or book', 'funeral', 'professor', 'pregnancy', 'coffee shop', 'oregon, usa', 'drug use', 'love', 'grief', 'neighbor', 'wedding']",6.3,0.0,,0.0,,2007,5.420534999272286,2.6495025874767975,4.624972813284271
The Empty Man,False,"['Horror', 'Mystery', 'Thriller']",en,27.761,2020-10-22,137.0,705.0,"['James Badge Dale', 'Marin Ireland', 'Sasha Frolova', 'Samantha Logan']",Unknown,"['experiment', 'detective', 'cave', 'missouri', 'investigation', 'bridge', 'cult', 'based on comic', 'ex-cop', 'hospital', 'based on graphic novel', 'alcoholic', 'bhutan', 'missing person', 'occult', 'cosmic horror', 'folk lore']",6.1,0.0,,0.0,,2020,6.559615237493242,3.359020302762969,4.927253685157205
Prizzi's Honor,False,"['Romance', 'Comedy', 'Crime']",en,14.661,1985-06-14,124.0,345.0,"['Jack Nicholson', 'Kathleen Turner', 'Robert Loggia', 'John Randolph']",Unknown,"['hitman', 'gangster', 'lovers', 'killer']",6.4,0.0,,0.0,,1985,5.846438775057725,2.751173545484297,4.8283137373023015
V.I.P.,False,"['Crime', 'Thriller', 'Action']",ko,13.149,2017-08-23,128.0,197.0,"['Jang Dong-gun', 'Kim Myung-min', 'Park Hee-soon', 'Lee Jong-suk']",Unknown,"['cia', 'spy', 'fugitive', 'neo-noir', 'busan, south korea', 'inter-korean relations', 'national intelligence service (nis)']",7.8,0.0,,0.0,,2017,5.288267030694535,2.6496439502138154,4.859812404361672
Gladiator,False,"['Action', 'Drama']",en,18.951,1992-03-06,101.0,307.0,"['James Marshall', 'T.E. Russell', 'Cuba Gooding Jr.', 'Robert Loggia']",Unknown,"['chicago, illinois', 'sports', 'boxer', 'blood splatter', 'fistfight', 'gay interest', 'tournament', 'racial tension', 'boxing']",7.6,0.0,,0.0,,1992,5.730099782973574,2.993279267392924,4.624972813284271
Girls und Panzer: The Movie,False,"['Animation', 'Action', 'Comedy']",ja,15.06,2015-11-21,120.0,49.0,"['Mai Fuchigami', 'Ikumi Nakagami', 'Ai Kayano', 'Ozaki Mami']",Unknown,['anime'],7.0,0.0,,0.0,,2015,3.912023005428146,2.7763317085186157,4.795790545596741
Nothing in Common,False,"['Drama', 'Comedy', 'Romance']",en,12.975,1986-07-29,118.0,110.0,"['Tom Hanks', 'Jackie Gleason', 'Eva Marie Saint', 'Hector Elizondo']",Unknown,"['parent child relationship', 'divorce']",5.7,0.0,,0.0,,1986,4.709530201312334,2.637270019041163,4.77912349311153
Barbie: The Pearl Princess,False,"['Family', 'Animation']",en,13.778,2014-02-15,73.0,306.0,"['Kelly Sheridan', 'Katie Crown', 'Mark Oliver', 'Rebecca Shoichet']",Unknown,"['mermaid', 'based on toy']",6.9,0.0,,0.0,,2014,5.726847747587197,2.693139588366456,4.30406509320417
Rolling Thunder,False,"['Action', 'Crime', 'Drama', 'Thriller']",en,12.883,1977-11-02,99.0,183.0,"['William Devane', 'Tommy Lee Jones', 'Linda Haynes', 'James Best']",Unknown,"['vietnam veteran', 'post-traumatic stress disorder (ptsd)', 'repayment', 'prisoner of war', 'motel', 'flashback', 'revenge', 'shootout', 'home invasion', 'sawed off shotgun', 'hook for a hand', 'el paso']",6.9,0.0,,0.0,,1977,5.214935757608986,2.630665070052665,4.605170185988092
Summertime,False,"['Comedy', 'Drama', 'Romance']",fr,12.904,2015-08-19,105.0,318.0,"['Izïa Higelin', 'Cécile de France', 'Noémie Lvovsky', 'Laetitia Dosch']",Unknown,"['farm', 'feminism', 'love', 'lgbt', 'woman director', 'sisterhood', 'mother daughter relationship', 'lesbian']",6.7,0.0,,0.0,,2015,5.765191102784844,2.632176568523036,4.663439094112067
The Order,False,"['Fantasy', 'Horror', 'Mystery', 'Thriller', 'Romance', 'Drama']",en,13.024,2003-09-05,102.0,331.0,"['Heath Ledger', 'Shannyn Sossamon', 'Benno Fürmann', 'Mark Addy']",Unknown,"['rome, italy', 'riddle', 'vatican', 'investigation', 'exorcism', 'secret organization', 'sin', 'repentance', 'priest', 'religion', 'psychological thriller', 'catholic church', 'catholicism', 'theology', 'mentor protégé relationship', 'sin eater', 'suspicious death', 'mysticism']",5.7,0.0,,0.0,,2003,5.805134968916488,2.6407701476189334,4.634728988229636
Barbie Fairytopia: Magic of the Rainbow,False,"['Animation', 'Family', 'Fantasy', 'Romance']",en,18.006,2007-03-13,75.0,418.0,"['Kelly Sheridan', 'Lee Tockar', 'Kathleen Barr', 'Christopher Gaze']",Unknown,"['fairy', 'based on toy']",6.8,0.0,,0.0,,2007,6.037870919922137,2.9447547187891234,4.330733340286331
Akeelah and the Bee,False,['Drama'],en,14.923,2006-04-28,112.0,301.0,"['Keke Palmer', 'Laurence Fishburne', 'Angela Bassett', 'Curtis Armstrong']",Unknown,"['black people', 'spelling', 'spelling bee']",7.0,0.0,,0.0,,2006,5.71042701737487,2.767764604874289,4.727387818712341
After Sex,False,"['Comedy', 'Romance', 'Drama']",en,18.608,2007-09-26,78.0,223.0,"['Marc Blucas', 'Jose Pablo Cantillo', 'Emmanuelle Chriqui', 'James DeBello']",Unknown,"['coming out', 'sexuality', 'lesbian relationship', 'relationship', 'gay theme']",5.6,0.0,,0.0,,2007,5.4116460518550396,2.9759376462258116,4.3694478524670215
Air,False,"['Drama', 'History']",en,30.458,2023-04-05,111.0,1600.0,"['Matt Damon', 'Ben Affleck', 'Jason Bateman', 'Chris Messina']",Unknown,"['sports', 'based on true story', 'basketball', 'shoe', 'nba', 'duringcreditsstinger', '1980s']",7.4,0.0,,0.0,,2023,7.3783837129967145,3.448653322818451,4.718498871295094
Dragon Fury,False,"['Horror', 'Fantasy', 'Mystery']",en,13.443,2021-06-15,88.0,43.0,"['Nicola Wright', 'Chelsea Greenwood', 'Chrissie Wunna', 'Sofia Lacey']",Unknown,"['dragon', 'creature']",6.0,0.0,,0.0,,2021,3.784189633918261,2.67020986811903,4.48863636973214
American Horror House,False,['Horror'],en,42.233,2012-10-13,85.0,30.0,"['Alessandra Torresani', 'Morgan Fairchild', 'Salina Duplessis', 'Jackie Tuttle']",Unknown,[],6.1,0.0,,0.0,,2012,3.4339872044851463,3.766604092524334,4.454347296253507
Apocalypse Now,False,"['Drama', 'War']",en,32.22,1979-08-15,147.0,7729.0,"['Martin Sheen', 'Frederic Forrest', 'Albert Hall', 'Laurence Fishburne']",Unknown,"['guerrilla warfare', 'epic', 'vietnam war', 'journalist', 'mission', 'vietnam', 'vietcong', 'cia', 'cambodia', 'army', 'drug abuse', 'based on novel or book', 'secret mission', 'insanity', 'surrealism', 'tribe', 'green beret', 'jungle', 'descent into madness', 'brutality', 'riverboat', 'military', 'anti war']",8.3,0.0,,0.0,,1979,8.952864141581468,3.503152104185149,4.997212273764115
Aladdin 2,False,"['Comedy', 'Fantasy', 'Adventure']",fr,15.383,2018-10-03,98.0,353.0,"['Kev Adams', 'Jamel Debbouze', 'Ramzy Bedia', 'Eric Judor']",Unknown,"['sequel', 'baghdad', 'based on fairy tale', 'evil dictator']",4.8,0.0,,0.0,,2018,5.869296913133774,2.7962442118381263,4.59511985013459
Escape to Witch Mountain,False,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']",en,14.517,1975-03-21,97.0,186.0,"['Eddie Albert', 'Ray Milland', 'Donald Pleasence', 'Kim Richards']",Unknown,"['flying car', 'helicopter', 'attempt to escape', 'car crash', 'telekinesis', ""based on children's book"", 'orphan siblings']",6.4,0.0,,0.0,,1975,5.231108616854587,2.7419361971013467,4.584967478670572
Silence,False,"['Drama', 'History']",en,18.1,2016-12-22,161.0,2901.0,"['Andrew Garfield', 'Adam Driver', 'Liam Neeson', 'Tadanobu Asano']",Unknown,"['japan', 'based on novel or book', 'christianity', 'missionary', 'remake', 'betrayal', 'torture', 'martyrdom', 'crisis of faith', 'portuguese', 'jesuits (society of jesus)', '17th century', 'shogunate', 'religious persecution', 'religious icon', 'apostasy']",7.1,0.0,,0.0,,2016,7.973155433444133,2.9496883350525844,5.087596335232384
Samson,False,"['Action', 'Drama', 'Adventure']",en,23.022,2018-02-16,110.0,224.0,"['Taylor James', 'Jackson Rathbone', 'Billy Zane', 'Caitlin Leahy']",Unknown,"['bible', 'god', 'strength']",5.8,0.0,,0.0,,2018,5.41610040220442,3.1789700771322984,4.709530201312334
The Day the Earth Stood Still,False,"['Drama', 'Science Fiction', 'Thriller']",en,16.644,1951-09-28,92.0,1026.0,"['Michael Rennie', 'Patricia Neal', 'Billy Gray', 'Sam Jaffe']",Unknown,"['spacecraft', 'flying saucer', 'peace', 'remote control', 'ufo', 'social commentary', 'giant robot', 'black and white', 'military', 'physics professor', 'humanity', 'alien technology', 'mathematical equation']",7.5,0.0,,0.0,,1951,6.934397209928558,2.870395782242693,4.532599493153256
The Strangers,False,"['Horror', 'Mystery', 'Thriller']",en,16.728,2008-05-29,86.0,2248.0,"['Liv Tyler', 'Scott Speedman', 'Gemma Ward', 'Kip Weeks']",Unknown,"['mask', 'murder', 'slasher', 'psychological thriller', 'home invasion']",6.1,0.0,,0.0,,2008,7.718240951959316,2.875145310564873,4.465908118654584
Suki,False,['Drama'],tl,26.966,2023-02-24,111.0,4.0,"['Azi Acosta', 'Alona Navarro', 'John Rhey Flores', 'Jiad Arroyo']",Unknown,[],3.2,0.0,,0.0,,2023,1.6094379124341003,3.330989486618659,4.718498871295094
The Boat That Rocked,False,"['Drama', 'Comedy']",en,18.027,2009-04-01,135.0,2007.0,"['Tom Sturridge', 'Philip Seymour Hoffman', 'Rhys Ifans', 'Bill Nighy']",Unknown,"['ship', ""rock 'n' roll"", 'great britain', 'radio station', 'north sea', 'pirate radio', 'swinging 60s', 'dj', '1960s', 'teenage protagonist']",7.3,0.0,,0.0,,2009,7.60489448081162,2.9458590230582637,4.912654885736052
The Land Before Time XI: Invasion of the Tinysauruses,False,"['Animation', 'Family', 'Fantasy', 'Adventure']",en,12.781,2005-01-11,82.0,177.0,"['Aaron Spann', 'Jeff Bennett', 'Aria Noelle Curzon', 'Anndi McAfee']",Unknown,"['family relationships', 'dinosaur']",6.3,0.0,,0.0,,2005,5.181783550292085,2.6232908318930077,4.418840607796598
The Station Agent,False,"['Drama', 'Comedy']",en,13.495,2003-12-05,88.0,616.0,"['Peter Dinklage', 'Patricia Clarkson', 'Bobby Cannavale', 'Michelle Williams']",Unknown,"['friendship', 'new jersey', 'small person']",7.4,0.0,,0.0,,2003,6.424869023905388,2.673803762373619,4.48863636973214
Stuber,False,"['Action', 'Comedy']",en,35.358,2019-07-11,93.0,1196.0,"['Dave Bautista', 'Kumail Nanjiani', 'Mira Sorvino', 'Natalie Morales']",Unknown,"['buddy cop', 'uber']",6.6,0.0,,0.0,,2019,7.087573705557973,3.59341426229587,4.543294782270004
Honor Society,False,['Comedy'],en,15.936,2022-07-23,97.0,336.0,"['Angourie Rice', 'Gaten Matarazzo', 'Christopher Mintz-Plasse', 'Armani Jackson']",Unknown,"['high school', 'breaking the fourth wall', 'teen movie', 'overachiever']",7.7,0.0,,0.0,,2022,5.820082930352362,2.829441533832564,4.584967478670572
"Good Bye, Lenin!",False,"['Comedy', 'Drama']",de,14.407,2003-02-13,121.0,2266.0,"['Daniel Brühl', 'Katrin Sass', 'Chulpan Khamatova', 'Maria Simon']",Unknown,"['husband wife relationship', 'coma', 'bureaucracy', 'police state', 'berlin wall', 'loss of loved one', 'german democratic republic', 'socialism', 'single']",7.6,0.0,,0.0,,2003,7.726212650507529,2.734821951599638,4.804021044733257
The Protector 2,False,['Action'],th,20.822,2013-10-23,104.0,241.0,"['Tony Jaa', 'Petchtai Wongkamlao', 'Marrese Crump', 'JeeJa Yanin']",Unknown,['martial arts'],6.0,0.0,,0.0,,2013,5.488937726156687,3.082918635232907,4.653960350157523
Westworld,False,"['Adventure', 'Science Fiction', 'Western']",en,27.024,1973-08-15,89.0,1194.0,"['Yul Brynner', 'Richard Benjamin', 'James Brolin', 'Norman Bartold']",Unknown,"['future', 'android', 'man vs machine', 'saloon', 'old town', 'vacation', 'survival', 'robot as menace', 'theme park']",6.8,0.0,,0.0,,1973,7.085901464365611,3.3330612858951856,4.499809670330265
Revival of Evangelion,False,"['Action', 'Animation', 'Drama', 'Science Fiction']",ja,13.396,1998-03-07,160.0,46.0,"['Megumi Ogata', 'Kotono Mitsuishi', 'Megumi Hayashibara', 'Yuko Miyamura']",Unknown,[],7.6,0.0,,0.0,,1998,3.8501476017100584,2.666950390216784,5.081404364984463
Girl in the Box,False,['Drama'],en,12.974,2016-09-10,87.0,120.0,"['Addison Timlin', 'Zane Holtz', 'Zelda Williams', 'Matt Cooke']",Unknown,[],6.7,0.0,,0.0,,2016,4.795790545596741,2.637198460130259,4.477336814478207
The Conversation,False,"['Crime', 'Drama', 'Mystery']",en,16.03,1974-04-07,113.0,1569.0,"['Gene Hackman', 'John Cazale', 'Allen Garfield', 'Frederic Forrest']",Unknown,"['shadowing', 'san francisco, california', 'technology', 'spy', 'audio tape', 'paranoia', 'wiretap', 'saxophone', 'conspiracy', 'tragic event', 'surveillance', 'voyeur']",7.5,0.0,,0.0,,1974,7.358830898342354,2.834976494674597,4.736198448394496
The Little Prince,False,"['Science Fiction', 'Fantasy', 'Family', 'Music']",en,13.325,1974-11-06,88.0,105.0,"['Steven Warner', 'Richard Kiley', 'Gene Wilder', 'Donna McKechnie']",Unknown,"['prince', 'pilot', 'musical', 'little boy', 'planet', 'desert', 'fable']",6.7,0.0,,0.0,,1974,4.663439094112067,2.662006262600803,4.48863636973214
Hellraiser: Revelations,False,['Horror'],en,12.805,2011-10-18,75.0,287.0,"['Steven Brand', 'Nick Eversman', 'Tracey Fairaway', 'Devon Sorvari']",Unknown,"['pinhead', 'demon', 'puzzle box', 'cenobite']",3.5,0.0,,0.0,,2011,5.662960480135946,2.625030845382118,4.330733340286331
Master Gardener,False,"['Drama', 'Romance', 'Thriller']",en,19.431,2023-05-19,111.0,136.0,"['Joel Edgerton', 'Sigourney Weaver', 'Quintessa Swindell', 'Esai Morales']",Unknown,"['garden', 'character study']",6.4,0.0,,0.0,,2023,4.919980925828125,3.017053355257675,4.718498871295094
Hereafter,False,"['Drama', 'Fantasy']",en,13.06,2010-10-22,129.0,1560.0,"['Matt Damon', 'Cécile de France', 'Bryce Dallas Howard', 'Thierry Neuvic']",Unknown,"['journalist', 'afterlife', 'tsunami']",6.1,0.0,,0.0,,2010,7.353081920515432,2.643333886382519,4.867534450455582
The Lego Movie 2: The Second Part,False,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",en,24.85,2019-02-06,106.0,2027.0,"['Chris Pratt', 'Elizabeth Banks', 'Will Arnett', 'Tiffany Haddish']",Unknown,"['sequel', 'based on toy', 'live action and animation', 'lego']",6.7,0.0,,0.0,,2019,7.614805364711073,3.2523106009544382,4.672828834461906
Appassionata,False,['Drama'],it,32.81,1974-05-22,96.0,44.0,"['Ornella Muti', 'Gabriele Ferzetti', 'Eleonora Giorgi', 'Valentina Cortese']",Unknown,"['seduction', 'older man younger woman relationship', 'dentist', 'incest', 'mental illness', 'erotic movie', 'unfaithful husband']",5.7,0.0,,0.0,,1974,3.8066624897703196,3.520756616719795,4.574710978503383
The Crow: City of Angels,False,"['Action', 'Fantasy', 'Thriller']",en,18.703,1996-08-29,94.0,478.0,"['Vincent Perez', 'Mia Kirshner', 'Iggy Pop', 'Thomas Jane']",Unknown,"['martial arts', 'tattoo', 'loss of loved one', 'superhero', 'supernatural', 'crow', 'based on comic', 'sequel', 'revenge', 'vigilante', 'tragic hero', 'back from the dead', 'duel', 'sadist', 'gothic', 'urban setting', 'neo-noir', 'urban gothic', 'supernatural power', 'vigilante justice', 'good versus evil']",5.5,0.0,,0.0,,1996,6.171700597410915,2.9807709084138305,4.553876891600541
