title,adult,genres,original_language,popularity,runtime,vote_average,vote_count,actors,director,keywords,release_year
State of Siege: Temple Attack,False,"['Action', 'Drama']",hi,178.946,106,6.196,28,"['Akshaye Khanna', 'Gautam Rode', 'Vivek Dahiya', 'Abhimanyu Singh']",['Ken Ghosh'],['based on true story'],2021
All the Names of God,False,"['Drama', 'Action', 'Thriller']",es,178.011,105,6.6,54,"['Luis Tosar', 'Inma Cuesta', 'Nourdin Batán', 'Milo Taboada']",['Daniel Calparsoro'],[],2023
Ted 2,False,"['Comedy', 'Fantasy']",en,176.149,115,6.295,7074,"['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried', 'Morgan Freeman']",['Seth MacFarlane'],"['sperm bank', 'sequel', 'buddy', 'courthouse', 'teddy bear', 'aftercreditsstinger', 'toy comes to life']",2015
Monster,False,"['Drama', 'Thriller']",ja,176.072,125,8.2,195,"['Sakura Ando', 'Eita Nagayama', 'Soya Kurokawa', 'Hinata Hiiragi']",['Hirokazu Kore-eda'],"['bullying', 'coming of age', 'gay interest', 'school', 'teacher student relationship', 'lgbt', 'multiple perspectives', 'mother son relationship', 'gay theme', 'kids', ""boys' love (bl)"", 'lgbt child']",2023
V/H/S/94,False,['Horror'],en,174.484,103,6.195,385,"['Anna Hopkins', 'Kyal Legend', 'Christian Lloyd', 'Kimmy Choi']",['Simon Barrett'],"['vhs', 'found footage', 'franchise', 'horror anthology']",2021
American Star,False,"['Thriller', 'Mystery', 'Drama']",en,174.196,107,4.5,4,"['Ian McShane', 'Nora Arnezeder', 'Adam Nagaitis', 'Thomas Kretschmann']",['Gonzalo López-Gallego'],[],2024
Anatomy of a Fall,False,"['Drama', 'Mystery', 'Crime']",fr,174.136,152,7.8,802,"['Sandra Hüller', 'Swann Arlaud', 'Milo Machado-Graner', 'Antoine Reinartz']",['Justine Triet'],"['husband wife relationship', 'winter', 'bisexuality', 'autopsy', 'blind', 'courtroom', 'lgbt', 'death of husband', 'woman director', 'courtroom drama', 'mother son relationship', 'bisexual woman', 'grenoble']",2023
Charlie and the Chocolate Factory,False,"['Adventure', 'Comedy', 'Family', 'Fantasy']",en,173.862,115,7.048,14437,"['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter']",['Tim Burton'],"['factory worker', 'london, england', 'based on novel or book', 'chocolate', 'candy', 'overweight child', 'parent child relationship', 'grandparent grandchild relationship', 'teacher', 'candy bar']",2005
Puss in Boots: The Last Wish,False,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Family', 'Action']",en,173.222,103,8.249,6938,"['Antonio Banderas', 'Salma Hayek Pinault', 'Harvey Guillén', 'Wagner Moura']",['Joel Crawford'],"['fairy tale', 'sequel', 'talking dog', 'spin off', 'aftercreditsstinger', 'talking cat', 'fear of death']",2022
Hell Hath No Fury,False,"['Action', 'War']",en,173.052,94,6.533,92,"['Nina Bergman', 'Daniel Bernhardt', 'Louis Mandylor', 'Timothy V. Murphy']",['Jesse V. Johnson'],[],2021
Miller's Girl,False,"['Drama', 'Thriller']",en,170.794,93,7.0,12,"['Martin Freeman', 'Jenna Ortega', 'Gideon Adlon', 'Bashir Salahuddin']",['Jade Halley Bartlett'],"['school', 'teacher student relationship', 'teachers and students']",2024
Guardians of the Galaxy Vol. 3,False,"['Science Fiction', 'Adventure', 'Action']",en,169.503,150,7.985,5819,"['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista', 'Karen Gillan']",['James Gunn'],"['hero', 'superhero', 'mad scientist', 'based on comic', 'sequel', 'superhero team', 'space opera', 'raccoon', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'cosmic', 'outer space', 'chosen family']",2023
PAW Patrol: The Mighty Movie,False,"['Animation', 'Family', 'Action', 'Science Fiction', 'Comedy', 'Drama', 'Adventure']",en,167.747,92,7.064,311,"['Mckenna Grace', 'Christian Convery', 'Taraji P. Henson', 'Kristen Bell']",['Cal Brunker'],"['superhero', 'cartoon', 'mad scientist', 'sequel', 'dog', 'animal', 'elasticity', 'kids']",2023
Us Again,False,"['Animation', 'Drama', 'Family']",en,165.668,7,7.855,294,[],['Zach Parrish'],"['new york city', 'dancing', 'rain', 'musical', 'lovers', 'elderly couple', 'short film']",2021
Doors,False,['Science Fiction'],en,164.867,84,5.03,148,"['Josh Peck', 'Wilson Bethel', 'Lina Esco', 'Jordan Rock']",['Saman Kesh'],"['portal', 'anthology']",2021
Reign of Chaos,False,"['Action', 'Horror', 'Fantasy']",en,163.886,77,5.7,36,"['Rebecca Finch', 'Ray Whelan', 'Kate Milner Evans', 'Mark Sears']",['Rebecca Matthews'],"['chaos', 'dystopia', 'warrior woman']",2022
Hell Hath No Fury,False,"['Action', 'War']",en,173.052,94,6.533,92,"['Nina Bergman', 'Daniel Bernhardt', 'Louis Mandylor', 'Timothy V. Murphy']",['Jesse V. Johnson'],[],2021
Indiana Jones and the Dial of Destiny,False,"['Adventure', 'Action']",en,149.05,155,6.618,2722,"['Harrison Ford', 'Phoebe Waller-Bridge', 'Mads Mikkelsen', 'Boyd Holbrook']",['James Mangold'],"['treasure hunt', 'ancient rome', 'sequel', 'flashback', 'knife fight', 'archaeologist', 'adventurer', '1960s', 'nazi germany', 'action adventure', 'suspenseful']",2023
Miller's Girl,False,"['Drama', 'Thriller']",en,170.794,93,7.0,12,"['Martin Freeman', 'Jenna Ortega', 'Gideon Adlon', 'Bashir Salahuddin']",['Jade Halley Bartlett'],"['school', 'teacher student relationship', 'teachers and students']",2024
The Serpent,False,['Action'],en,157.812,90,5.712,33,"['Gia Skova', 'Travis Aaron Wade', 'Nigel Vonas', 'Jason Burrill']",['Gia Skova'],"['spy', 'special agent']",2021
Guardians of the Galaxy Vol. 3,False,"['Science Fiction', 'Adventure', 'Action']",en,169.503,150,7.985,5819,"['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista', 'Karen Gillan']",['James Gunn'],"['hero', 'superhero', 'mad scientist', 'based on comic', 'sequel', 'superhero team', 'space opera', 'raccoon', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'cosmic', 'outer space', 'chosen family']",2023
Interstellar,False,"['Adventure', 'Drama', 'Science Fiction']",en,157.992,169,8.427,33510,"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Michael Caine']",['Christopher Nolan'],"['rescue', 'future', 'spacecraft', 'race against time', 'artificial intelligence (a.i.)', 'nasa', 'time warp', 'dystopia', 'expedition', 'space travel', 'wormhole', 'famine', 'black hole', 'quantum mechanics', 'family relationships', 'space', 'robot', 'astronaut', 'scientist', 'single father', 'farmer', 'space station', 'space adventure', 'time paradox', 'time-manipulation', 'father daughter relationship', '2060s', 'cornfield', 'time manipulation']",2014
The World's Fastest Indian,False,"['Drama', 'Adventure', 'History']",en,162.347,127,7.6,666,"['Anthony Hopkins', 'Walton Goggins', 'Diane Ladd', 'Bruce Greenwood']",['Roger Donaldson'],"['utah', 'new zealand', ""life's dream"", 'motor sport', 'motorcycle', 'trailer', 'mortgage', '1960s', 'speed records']",2005
365 Days: This Day,False,"['Romance', 'Drama']",pl,161.371,111,5.824,1289,"['Anna-Maria Sieklucka', 'Michele Morrone', 'Simone Susinna', 'Magdalena Lamparska']",['Barbara Białowąs'],"['gangster', 'sequel', 'bdsm', 'rich man poor woman', 'erotique']",2022
River of Fear,False,"['Thriller', 'Mystery', 'Horror']",lv,161.346,90,5.3,12,"['Igors Šelegovskis', 'Inga Tropa', 'Jēkabs Reinis', 'Rihards Sniegs']",['Uģis Olte'],[],2022
Godzilla x Kong: The New Empire,False,"['Action', 'Science Fiction', 'Adventure']",en,160.163,0,0.0,0,"['Rebecca Hall', 'Brian Tyree Henry', 'Dan Stevens', 'Kaylee Hottle']",['Adam Wingard'],"['giant monster', 'sequel', 'dinosaur', 'kaiju', 'giant ape', 'monsterverse']",2024
Saw X,False,"['Horror', 'Thriller', 'Mystery']",en,149.762,118,7.358,1449,"['Tobin Bell', 'Shawnee Smith', 'Synnøve Macody Lund', 'Steven Brand']",['Kevin Greutert'],"['mexico city, mexico', 'sadism', 'riddle', 'gore', 'sequel', 'con artist', 'cancer', 'scam', 'serial killer', 'torture', 'drugs', 'survival horror', 'duringcreditsstinger', 'franchise', 'jigsaw', 'méxico', 'saw', 'death game', 'requel']",2023
The Nun II,False,"['Horror', 'Mystery', 'Thriller']",en,156.937,110,6.83,1666,"['Taissa Farmiga', 'Jonas Bloquet', 'Storm Reid', 'Anna Popplewell']",['Michael Chaves'],"['france', 'bullying', 'sequel', 'religion', 'demon', 'gothic horror', 'demonic possession', 'praying', 'duringcreditsstinger', '1950s', 'demonic', ""girls' school"", 'convent', 'the conjuring universe']",2023
Blue Beetle,False,"['Action', 'Science Fiction', 'Adventure']",en,156.813,128,6.87,2108,"['Xolo Mariduena', 'Bruna Marquezine', 'Susan Sarandon', 'Raoul Max Trujillo']",['Ángel Manuel Soto'],"['armor', 'superhero', 'family relationships', 'family', 'high tech', 'job hunting', 'mexican american', 'aftercreditsstinger', 'duringcreditsstinger', 'immigrant family', 'college graduate', 'dc extended universe (dceu)', 'alien technology', 'brother sister relationship', 'latino']",2023
Retribution,False,"['Action', 'Thriller', 'Crime']",en,148.34,91,6.818,867,"['Liam Neeson', 'Noma Dumezweni', 'Lilly Aspell', 'Jack Champion']",['Nimród Antal'],"['assassination', 'bomb', 'remake', 'divorce', 'duringcreditsstinger', 'phone call', 'berlin']",2023
Harry Potter and the Chamber of Secrets,False,"['Adventure', 'Fantasy']",en,156.197,161,7.72,20916,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Kenneth Branagh']",['Chris Columbus'],"['witch', 'flying car', 'elves', 'magic', 'sword', 'diary', 'child hero', 'school of witchcraft', 'giant spider', 'black magic', 'giant snake', 'child driving car', 'wizard', 'aftercreditsstinger', 'christmas', 'based on young adult novel']",2002
HellKat,False,"['Action', 'Thriller', 'Horror']",en,138.494,79,5.609,23,"['Abi Casson Thompson', 'Adrian Bouchet', 'Sarah T. Cohen', 'Ricardo Freitas']",['Scott Chambers'],[],2021
The Smurfs: A Christmas Carol,False,"['Comedy', 'Family', 'Animation']",en,151.924,22,6.688,231,"['Jack Angel', 'Fred Armisen', 'Hank Azaria', 'Gary Basaraba']",['Troy Quane'],"['holiday', 'christmas']",2011
After Everything,False,"['Romance', 'Drama']",en,151.577,93,6.922,666,"['Hero Fiennes Tiffin', 'Josephine Langford', 'Mimi Keene', 'Stephen Moyer']",['Castille Landon'],"['lisbon, portugal', ""writer's block"", 'sequel', 'love', 'wedding', 'social media', 'troubled past', 'male writer', 'dysfunctional relationship', 'based on young adult novel', 'fanfic']",2023
Mean Girls,False,['Comedy'],en,151.572,113,6.538,104,"['Angourie Rice', 'Reneé Rapp', ""Auli'i Cravalho"", 'Jaquel Spivey']",['Samantha Jayne'],"['high school', 'musical', 'illinois', 'female friendship', 'bullying', 'based on play or musical', 'kenya', 'teen movie', 'prom', 'teenage girl', 'homeschooling', 'math teacher', 'gossip', 'intervention', 'clique', 'former best friend', 'teen comedy', 'based on movie', 'public humiliation', 'aftercreditsstinger', 'woman director', 'high school rivalry', 'teenage life', 'manipulative friend', 'math genius', 'segregation', 'musical comedy', 'female bully', 'dumb blonde', 'teen romance', 'high school romance', 'hit by a bus', 'lesbian character', 'gay character', 'calculus']",2024
Chicken Run: Dawn of the Nugget,False,"['Animation', 'Adventure', 'Comedy', 'Family']",en,150.323,98,7.177,516,"['Thandiwe Newton', 'Zachary Levi', 'Bella Ramsey', 'Imelda Staunton']",['Sam Fell'],"['rescue', 'chicken', 'sequel', 'stop motion', 'animal', 'reboot', 'claymation', 'plasticine']",2023
Saw X,False,"['Horror', 'Thriller', 'Mystery']",en,149.762,118,7.358,1449,"['Tobin Bell', 'Shawnee Smith', 'Synnøve Macody Lund', 'Steven Brand']",['Kevin Greutert'],"['mexico city, mexico', 'sadism', 'riddle', 'gore', 'sequel', 'con artist', 'cancer', 'scam', 'serial killer', 'torture', 'drugs', 'survival horror', 'duringcreditsstinger', 'franchise', 'jigsaw', 'méxico', 'saw', 'death game', 'requel']",2023
Harry Potter and the Prisoner of Azkaban,False,"['Adventure', 'Fantasy']",en,149.665,141,8.019,20525,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Robbie Coltrane']",['Alfonso Cuarón'],"['witch', 'school friend', 'friendship', 'flying', 'magic', 'bus', 'traitor', 'child hero', 'school of witchcraft', 'black magic', 'time travel', 'school', 'best friend', 'werewolf', 'muggle', 'wizard', 'aftercreditsstinger', 'magical creature', 'night bus', 'teenage life', 'christmas', 'school class', 'based on young adult novel', 'magic spell']",2004
Craig Before the Creek,False,"['Animation', 'Family', 'TV Movie', 'Adventure', 'Comedy', 'Fantasy']",en,149.22,88,7.3,36,"['Philip Solomon', 'Noël Wells', 'Michael Croner', 'Vico Ortiz']",['Matt Burnett'],"['based on cartoon', 'pirate', 'suburb', 'creek', 'child protagonist']",2023
Indiana Jones and the Dial of Destiny,False,"['Adventure', 'Action']",en,149.05,155,6.618,2722,"['Harrison Ford', 'Phoebe Waller-Bridge', 'Mads Mikkelsen', 'Boyd Holbrook']",['James Mangold'],"['treasure hunt', 'ancient rome', 'sequel', 'flashback', 'knife fight', 'archaeologist', 'adventurer', '1960s', 'nazi germany', 'action adventure', 'suspenseful']",2023
Koko-di Koko-da,False,"['Horror', 'Comedy', 'Fantasy']",sv,149.011,86,5.8,57,"['Leif Edlund', 'Ylva Gallon', 'Peter Belli', 'Katarina Jacobson']",['Johannes Nyholm'],"['husband wife relationship', 'cat', 'gas station', 'camping', 'tent', 'dark comedy', 'forest', 'time loop', 'couple', 'death', 'music box', 'loss of child', 'shadowplay']",2019
Saltburn,False,"['Drama', 'Comedy', 'Thriller']",en,148.918,131,7.098,1467,"['Barry Keoghan', 'Jacob Elordi', 'Rosamund Pike', 'Richard E. Grant']",['Emerald Fennell'],"['suicide', 'obsession', 'country house', 'college', 'dark comedy', 'gay interest', 'bathtub', 'lust', 'mental illness', 'lgbt', 'mental health', 'bisexual man', 'eating disorder', 'woman director', 'male in bathtub', 'oxford university', 'family estate', 'alcohol problems', 'self-harm', 'deadpan comedy', 'suicide investigation', '2000s', 'gay theme', ""boys' love (bl)"", 'comedy thriller', 'shot on film']",2023
Retribution,False,"['Action', 'Thriller', 'Crime']",en,148.34,91,6.818,867,"['Liam Neeson', 'Noma Dumezweni', 'Lilly Aspell', 'Jack Champion']",['Nimród Antal'],"['assassination', 'bomb', 'remake', 'divorce', 'duringcreditsstinger', 'phone call', 'berlin']",2023
Coup de chance,False,"['Comedy', 'Drama', 'Romance']",fr,147.058,96,6.455,143,"['Lou de Laâge', 'Valérie Lemercier', 'Melvil Poupaud', 'Niels Schneider']",['Woody Allen'],[],2023
Dune,False,"['Science Fiction', 'Adventure']",en,145.583,155,7.783,9942,"['Timothée Chalamet', 'Rebecca Ferguson', 'Oscar Isaac', 'Josh Brolin']",['Denis Villeneuve'],"['empire', 'future', 'epic', 'army', 'based on novel or book', 'prophecy', 'dystopia', 'emperor', 'sand', 'spice', 'hallucinogen', 'treason', 'baron', 'revenge', 'premonition', 'betrayal', 'space', 'water shortage', 'creature', 'desert', 'knife fight', 'destiny', 'giant worm', 'space opera', 'sand dune', 'messiah', 'mother son relationship', 'giant creature']",2021
Dragon Ball: Mystical Adventure,False,"['Action', 'Animation']",ja,145.206,48,6.8,232,"['Masako Nozawa', 'Hiromi Tsuru', 'Mayumi Tanaka', 'Kohei Miyauchi']",['Kazuhisa Takenouchi'],"['martial arts', 'assassin', 'emperor', 'tournament', 'anime', 'ressurection']",1988
Good Boy,False,"['Horror', 'Thriller']",no,142.696,76,6.57,149,"['Gard Løkke', 'Katrine Lovise Øpstad Fredriksen', 'Amalie Willoch Njaastad', 'Nicolai Narvesen Lied']",['Viljar Bøe'],['dog'],2022
Despicable Me,False,"['Family', 'Animation', 'Comedy']",en,142.365,95,7.231,14373,"['Steve Carell', 'Miranda Cosgrove', 'Dana Gaier', 'Elsie Fisher']",['Pierre Coffin'],"['parent child relationship', 'orphanage', 'adoptive father', ""life's dream"", 'rivalry', 'ballet', 'stealing', 'little girl', 'orphan', 'tomboy', 'intelligent', 'evil doctor', 'duringcreditsstinger', 'supervillain', 'despicable', 'minions']",2010
The Batman,False,"['Crime', 'Mystery', 'Thriller']",en,140.254,177,7.693,9125,"['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano', 'Jeffrey Wright']",['Matt Reeves'],"['police', 'psychopath', 'secret identity', 'crime fighter', 'superhero', 'nightclub', 'politician', 'based on comic', 'vigilante', 'organized crime', 'serial killer', 'millionaire', 'social injustice', 'murder investigation', 'aftercreditsstinger', 'masked superhero', 'political corruption', 'neo-noir', 'vengeance', 'mayoral election']",2022
Inside Out 2,False,"['Animation', 'Family', 'Comedy', 'Drama', 'Adventure', 'Fantasy']",en,138.669,0,0.0,0,"['Amy Poehler', 'Phyllis Smith', 'Lewis Black', 'Tony Hale']",['Kelsey Mann'],"['sequel', 'computer animation', 'teenage girl', 'emotions']",2024
HellKat,False,"['Action', 'Thriller', 'Horror']",en,138.494,79,5.609,23,"['Abi Casson Thompson', 'Adrian Bouchet', 'Sarah T. Cohen', 'Ricardo Freitas']",['Scott Chambers'],[],2021
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",False,"['Adventure', 'Family', 'Fantasy']",en,136.604,143,7.132,10099,"['Georgie Henley', 'Skandar Keynes', 'William Moseley', 'Anna Popplewell']",['Andrew Adamson'],"['witch', 'epic', 'sibling relationship', 'saving the world', 'based on novel or book', 'self sacrifice', 'winter', 'fairy tale', 'cupboard', 'beaver', 'lion', 'surrealism', 'battle', ""based on children's book"", 'fantasy world', 'duringcreditsstinger', '1940s', 'high fantasy', 'isekai', 'based on young adult novel', 'faun', 'good versus evil']",2005
The Dark Kingdom,False,"['Fantasy', 'Adventure', 'Science Fiction', 'Action']",en,136.486,85,5.649,47,"[""Ross O'Hennessy"", 'Ben Loyd-Holmes', 'Rebecca Dyson-Smith', 'Zara Phythian']",['Simon Wells'],"['princess', 'fire', 'army', 'magic', 'kingdom', 'prince', 'warrior woman', 'sequel', 'knight', 'dragon', 'king', 'quest', 'fury', 'insidious']",2018
The Little Mermaid,False,"['Adventure', 'Family', 'Fantasy', 'Romance']",en,135.557,135,6.418,2574,"['Halle Bailey', 'Jonah Hauer-King', 'Daveed Diggs', 'Awkwafina']",['Rob Marshall'],"['mermaid', 'musical', 'based on fairy tale', 'live action remake']",2023
Pretty Guardian Sailor Moon Cosmos The Movie,False,['Animation'],ja,135.493,80,8.3,8,"['Kotono Mitsuishi', 'Kenji Nojima', 'Misato Fukuen', 'Hisako Kanemoto']",['Tomoya Takahashi'],['anime'],2023
Home Alone 2: Lost in New York,False,"['Comedy', 'Family', 'Adventure']",en,135.341,120,6.73,9078,"['Macaulay Culkin', 'Daniel Stern', 'Joe Pesci', ""Catherine O'Hara""]",['Chris Columbus'],"['new york city', 'burglar', 'holiday', 'family relationships', 'sequel', 'slapstick comedy', 'little boy', 'home invasion', 'family', 'precocious child', 'home alone', 'mischievous child', 'christmas', 'kids on their own', 'child rescue']",1992
